"journal-article-10.2307_30040094-ngram1.txt","Volume Information"
"journal-article-10.2307_25745191-ngram1.txt","Hispanics and United States Film: An Overview Handbook"
"journal-article-10.2307_41346402-ngram1.txt","Marriage Fraud"
"book-chapter-10.2307_j.ctt19qgfwc.8-ngram1.txt","book-chapter-10.2307_j.ctt19qgfwc.8-ngram1.txt"
"journal-article-10.2307_20411883-ngram1.txt","Front Matter"
"journal-article-10.2307_2067998-ngram1.txt","Volume Information"
"book-chapter-10.7312_gika12520.7-ngram1.txt","book-chapter-10.7312_gika12520.7-ngram1.txt"
"journal-article-10.2307_41575805-ngram1.txt","Minutes of the Forty-Seventh Meeting of the Board of Officers"
"journal-article-10.2307_1289551-ngram1.txt","Feminizing Unions: Challenging the Gendered Structure of Wage Labor"
"research-report-10.2307_resrep02727-ngram1.txt","research-report-10.2307_resrep02727-ngram1.txt"
"journal-article-10.2307_30239932-ngram1.txt","Life at the Edge: Urban and Industrial Evolution of Texas, Frontier Wilderness: Frontier Space, 1836-1986"
"book-chapter-10.2307_j.ctt46nt5m.11-ngram1.txt","book-chapter-10.2307_j.ctt46nt5m.11-ngram1.txt"
"journal-article-10.2307_20868620-ngram1.txt","Mortgage Pricing Differentials Across Hispanic, African-American, and White Households: Evidence From the American Housing Survey"
"journal-article-10.5406_jillistathistsoc.106.2.0281-ngram1.txt","A Bibliography of Dissertations Related to Illinois History, 1996-2011"
"journal-article-10.2307_2883238-ngram1.txt","Back Matter"
"journal-article-10.2307_3480710-ngram1.txt","Pluralism, Parental Preference, and Child Custody"
"journal-article-10.2307_40984372-ngram1.txt","THE BETTER BEGINNINGS, BETTER FUTURES PROJECT: FINDINGS FROM GRADE 3 TO GRADE 9"
"research-report-10.2307_resrep02677-ngram1.txt","research-report-10.2307_resrep02677-ngram1.txt"
"journal-article-10.2307_41507162-ngram1.txt","Intergenerational Educational Effects of Mass Imprisonment in America"
"book-chapter-10.2307_j.ctt5vjd04.10-ngram1.txt","book-chapter-10.2307_j.ctt5vjd04.10-ngram1.txt"
"journal-article-10.2307_20868282-ngram1.txt","THE SEVENTEENTH CENTURY"
"book-chapter-10.2307_j.ctt2tt8jz.28-ngram1.txt","book-chapter-10.2307_j.ctt2tt8jz.28-ngram1.txt"
"journal-article-10.2307_23428064-ngram1.txt","Other Books Received"
"journal-article-10.2307_27522565-ngram1.txt","The Quality-of-Life (QOL) Research Movement: Past, Present, and Future"
"book-chapter-10.7560_771130.10-ngram1.txt","book-chapter-10.7560_771130.10-ngram1.txt"
"journal-article-10.2307_25073337-ngram1.txt","Scholarly Papers"
"journal-article-10.2307_3174143-ngram1.txt","Women's History Goes to Trial: EEOC v. Sears, Roebuck and Company"
"journal-article-10.2307_3175379-ngram1.txt","Women without Class: Chicas, Cholas, Trash, and the Presence/Absence of Class Identity"
"book-chapter-10.7864_j.ctt1vjqp6j.8-ngram1.txt","book-chapter-10.7864_j.ctt1vjqp6j.8-ngram1.txt"
"journal-article-10.2307_420812-ngram1.txt","Gazette"
"book-chapter-10.5406_j.ctt2ttbzn.7-ngram1.txt","book-chapter-10.5406_j.ctt2ttbzn.7-ngram1.txt"
"journal-article-10.2307_41949772-ngram1.txt","A Triple Parallax: Japanese as a Heterogeneous Global Ethnic Group"
"journal-article-10.2307_2112686-ngram1.txt","School Delinquency and School Commitment"
"journal-article-10.2307_3595094-ngram1.txt","The Encounters of Economic History and Legal History"
"journal-article-10.2307_40407620-ngram1.txt","Scholarly Papers"
"book-chapter-10.2307_j.ctt5vkwbn.13-ngram1.txt","book-chapter-10.2307_j.ctt5vkwbn.13-ngram1.txt"
"journal-article-10.2307_23308063-ngram1.txt","Other Books Received"
"book-chapter-10.1525_j.ctv1xxw90.6-ngram1.txt","book-chapter-10.1525_j.ctv1xxw90.6-ngram1.txt"
"book-chapter-10.7758_9781610445030.15-ngram1.txt","book-chapter-10.7758_9781610445030.15-ngram1.txt"
"book-chapter-10.2307_j.ctt9qg8d5.6-ngram1.txt","book-chapter-10.2307_j.ctt9qg8d5.6-ngram1.txt"
"journal-article-10.2307_43495328-ngram1.txt","Measuring the Impacts of Teachers II: Teacher Value-Added and Student Outcomes in Adulthood"
"journal-article-10.2307_189798-ngram1.txt","Toward an Integration of Theory and Research on the Status of Women"
"book-chapter-10.2307_j.ctt1zxz0hc.11-ngram1.txt","book-chapter-10.2307_j.ctt1zxz0hc.11-ngram1.txt"
"journal-article-10.2307_1602794-ngram1.txt","Leveling the Playing Field: Supporting Immigrant Children from Birth to Eight"
"book-chapter-10.7758_9781610447935.6-ngram1.txt","book-chapter-10.7758_9781610447935.6-ngram1.txt"
"journal-article-10.2307_1965814-ngram1.txt","Social and Psychological Perspectives on Voluntary Sterilization: A Review"
"journal-article-10.2307_3504906-ngram1.txt","Rape and Responsibility"
"book-chapter-10.2307_j.ctt18mbdfr.10-ngram1.txt","book-chapter-10.2307_j.ctt18mbdfr.10-ngram1.txt"
"book-chapter-10.14321_j.ctt1vjqqkq.5-ngram1.txt","book-chapter-10.14321_j.ctt1vjqqkq.5-ngram1.txt"
"book-chapter-10.5749_j.ctt1z27hrg.8-ngram1.txt","book-chapter-10.5749_j.ctt1z27hrg.8-ngram1.txt"
"journal-article-10.2307_44486609-ngram1.txt","FREQUENCY EFFECTS IN LANGUAGE PROCESSING: A Review with Implications for Theories of Implicit and Explicit Language Acquisition"
"journal-article-10.2307_23541100-ngram1.txt","REVIEWED ELSEWHERE"
"journal-article-10.2307_1170786-ngram1.txt","Students' Need for Belonging in the School Community"
"book-chapter-10.5406_j.ctt1hfr0cw.9-ngram1.txt","book-chapter-10.5406_j.ctt1hfr0cw.9-ngram1.txt"
"book-chapter-10.2307_j.ctv3s8ttn.8-ngram1.txt","book-chapter-10.2307_j.ctv3s8ttn.8-ngram1.txt"
"journal-article-10.2307_40192735-ngram1.txt","The Prohibitionists' Lincolns"
"book-chapter-10.2307_j.ctt1jd950r.11-ngram1.txt","book-chapter-10.2307_j.ctt1jd950r.11-ngram1.txt"
"book-chapter-10.2307_j.ctt1nq1t6.7-ngram1.txt","book-chapter-10.2307_j.ctt1nq1t6.7-ngram1.txt"
"journal-article-10.2307_26349987-ngram1.txt","Health and development among Mexican, black and white preschool children"
"journal-article-10.2307_3600223-ngram1.txt","Cumulative Environmental Risk and Youth Problem Behavior"
"book-chapter-10.2307_j.ctt189tt2d.13-ngram1.txt","book-chapter-10.2307_j.ctt189tt2d.13-ngram1.txt"
"book-chapter-10.2307_j.ctt2tt7sw.4-ngram1.txt","book-chapter-10.2307_j.ctt2tt7sw.4-ngram1.txt"
"journal-article-10.2307_1595581-ngram1.txt"," 'Alī Ibn 'Asākir as a Preserver of \"Qiṣaṣ al-Anbiyā'\": The Case of David b. Jesse"
"journal-article-10.1086_377857-ngram1.txt","journal-article-10.1086_377857-ngram1.txt"
"book-chapter-10.2307_j.ctt9qfspb.9-ngram1.txt","book-chapter-10.2307_j.ctt9qfspb.9-ngram1.txt"
"book-chapter-10.3366_j.ctt1g0b5wx.8-ngram1.txt","book-chapter-10.3366_j.ctt1g0b5wx.8-ngram1.txt"
"journal-article-10.2307_2075826-ngram1.txt","Publications Received"
"book-chapter-10.2307_j.ctt14bt901.9-ngram1.txt","book-chapter-10.2307_j.ctt14bt901.9-ngram1.txt"
"journal-article-10.2307_1122343-ngram1.txt","Judicial Review of Constitutional Claims against the Military"
"journal-article-10.2307_1228761-ngram1.txt","Politics, Feminism, and the Constitution: The Anti-Pornography Movement in Minneapolis"
"journal-article-10.2307_2742448-ngram1.txt","The North American Berdache [and Comments and Reply]"
"journal-article-10.2307_30162762-ngram1.txt","Does Sex Education Affect Adolescent Sexual Behaviors and Health?"
"journal-article-10.2307_1163504-ngram1.txt","Unowned Places and Times: Maps and Interviews about Violence in High Schools"
"journal-article-10.2307_41238913-ngram1.txt","Notices of Periodicals and Occasional Publications mainly of 2010"
"journal-article-10.2307_223437-ngram1.txt","Wealth Inequality in the United States"
"research-report-10.2307_resrep12553-ngram1.txt","research-report-10.2307_resrep12553-ngram1.txt"
"book-chapter-10.2307_j.ctt5hhpqn.6-ngram1.txt","book-chapter-10.2307_j.ctt5hhpqn.6-ngram1.txt"
"book-chapter-10.2307_j.ctv8j684.7-ngram1.txt","book-chapter-10.2307_j.ctv8j684.7-ngram1.txt"
"journal-article-10.2307_3552473-ngram1.txt","Lone Motherhood and Health Status"
"book-chapter-10.5749_j.ctt1g69zjw.7-ngram1.txt","book-chapter-10.5749_j.ctt1g69zjw.7-ngram1.txt"
"journal-article-10.1086_235383-ngram1.txt","Book Reviews"
"book-chapter-10.2307_j.ctt9qdtqv.4-ngram1.txt","book-chapter-10.2307_j.ctt9qdtqv.4-ngram1.txt"
"journal-article-10.2307_23645467-ngram1.txt","GODIN &amp; CO.: CHARLESTON MERCHANTS AND THE INDIAN TRADE, 1674—1715"
"book-chapter-10.7758_9781610447546.12-ngram1.txt","book-chapter-10.7758_9781610447546.12-ngram1.txt"
"journal-article-10.2307_40003125-ngram1.txt","NWSA News and Views"
"book-chapter-10.3138_9781442683617.7-ngram1.txt","book-chapter-10.3138_9781442683617.7-ngram1.txt"
"journal-article-10.2307_2082184-ngram1.txt","Tippecanoe and the Ladies, Too: White Women and Party Politics in Antebellum Virginia"
"book-chapter-10.1525_j.ctt19633hq.5-ngram1.txt","book-chapter-10.1525_j.ctt19633hq.5-ngram1.txt"
"book-chapter-10.7722_j.ctt6wpb6h.10-ngram1.txt","book-chapter-10.7722_j.ctt6wpb6h.10-ngram1.txt"
"journal-article-10.2307_1902163-ngram1.txt","The Constitution of Aspiration and \"The Rights That Belong to Us All\""
"book-chapter-10.2307_j.ctv233pd2.8-ngram1.txt","book-chapter-10.2307_j.ctv233pd2.8-ngram1.txt"
"journal-article-10.1525_hlq.2014.77.1.79-ngram1.txt","Daniel Defoe'sReviewand the Transformations of the English Periodical"
"journal-article-10.2307_27733714-ngram1.txt","Inca, Sailor, Soldier, King: Gregor MacGregor and the Early Nineteenth-Century Caribbean"
"book-chapter-10.2307_j.ctt5hhxxp.7-ngram1.txt","book-chapter-10.2307_j.ctt5hhxxp.7-ngram1.txt"
"journal-article-10.2307_27640958-ngram1.txt","Who Gets Out? Gender as Structure and the Dissolution of Violent Heterosexual Relationships"
"journal-article-10.2307_632306-ngram1.txt","Books Received"
"journal-article-10.1086_245633-ngram1.txt","Book Review"
"journal-article-10.2307_20617186-ngram1.txt","Publications Received"
"book-chapter-10.2307_j.ctt14btbrw.24-ngram1.txt","book-chapter-10.2307_j.ctt14btbrw.24-ngram1.txt"
"journal-article-10.1086_587700-ngram1.txt","Why Women Hunt"
"book-chapter-10.7591_j.ctv3s8rjw.6-ngram1.txt","book-chapter-10.7591_j.ctv3s8rjw.6-ngram1.txt"
"book-chapter-10.1525_j.ctt1pp004.8-ngram1.txt","book-chapter-10.1525_j.ctt1pp004.8-ngram1.txt"
"book-chapter-10.2307_j.ctv5jxmmz.13-ngram1.txt","book-chapter-10.2307_j.ctv5jxmmz.13-ngram1.txt"
"journal-article-10.2307_20430829-ngram1.txt","Secularization and Religious Change among Elite Scientists"
"journal-article-10.2307_23526110-ngram1.txt","Does Socioeconomic Diversity Make a Difference? Examining the Effects of Racial and Socioeconomic Diversity on the Campus Climate for Diversity"
"journal-article-10.2307_41861601-ngram1.txt","Current Labor Statistics"
"book-chapter-10.2307_j.ctt155jf8t.11-ngram1.txt","book-chapter-10.2307_j.ctt155jf8t.11-ngram1.txt"
"journal-article-10.2307_26457058-ngram1.txt","A longitudinal examination of US teen childbearing and smoking risk"
"journal-article-10.2307_41845071-ngram1.txt","Current Labor Statistics"
"journal-article-10.2307_42978097-ngram1.txt","Chapter 2: Images of the Body from Popular Culture Engaging Adolescent Girls in Critical Inquiry"
"book-chapter-10.2307_j.ctt1ps329b.9-ngram1.txt","book-chapter-10.2307_j.ctt1ps329b.9-ngram1.txt"
"book-chapter-10.5149_9780807887837_leavitt.10-ngram1.txt","book-chapter-10.5149_9780807887837_leavitt.10-ngram1.txt"
"journal-article-10.2307_23317748-ngram1.txt","Appropriating Written French: Literacy Practices in a Parisian Elementary Classroom"
"journal-article-10.2307_40547567-ngram1.txt","From Sexual Inversion To Homosexuality: Medicine And The Changing Conceptualization Of Female Deviance"
"journal-article-10.2307_40644906-ngram1.txt","The Ideology of Miss Thailand in National, Consumerist, and Transnational Space"
"journal-article-10.2307_41675159-ngram1.txt","Intertwining of Poverty, Gender, and Race: A Critical Analysis of Welfare News Coverage from 1993-2000"
"book-chapter-10.2307_j.ctt3fhnkt.11-ngram1.txt","book-chapter-10.2307_j.ctt3fhnkt.11-ngram1.txt"
"book-chapter-10.5149_9780807869154_inrig.8-ngram1.txt","book-chapter-10.5149_9780807869154_inrig.8-ngram1.txt"
"journal-article-10.2307_2083429-ngram1.txt","Law and Inequality: Race, Gender...and, of Course, Class"
"journal-article-10.2307_3005537-ngram1.txt","Between Depression and Prosperity? Changes in the Community Context of Historical African American Migration"
"journal-article-10.2307_3481361-ngram1.txt","\"Fighting Fire with Fire\": Rethinking the Role of Disgust in Hate Crimes"
"book-chapter-10.2307_j.ctt7s254.8-ngram1.txt","book-chapter-10.2307_j.ctt7s254.8-ngram1.txt"
"journal-article-10.1086_245525-ngram1.txt","Book Reviews"
"book-chapter-10.2307_j.ctt9qg0f2.5-ngram1.txt","book-chapter-10.2307_j.ctt9qg0f2.5-ngram1.txt"
"journal-article-10.2307_29737498-ngram1.txt","Inbreeding, Eugenics, and Helen Dean King (1869-1955)"
"journal-article-10.2307_41675384-ngram1.txt","Gender, Race &amp; Ethnicity: Let's Not Forget Class"
"journal-article-10.1086_235219-ngram1.txt","Book Reviews"
"journal-article-10.1086_235234-ngram1.txt","Book Reviews"
"journal-article-10.2307_2079699-ngram1.txt","\"America's Boy Friend Who Can't Get a Date\": Gender, Race, and the Cultural Work of the Jack Benny Program, 1932-1946"
"journal-article-10.2307_4137150-ngram1.txt","Countering Censorship: Edgar Dale and the Film Appreciation Movement"
